country,GDP_Growth_Percent,GDP_current_USD,Active_Personnel,Military_Expenditure_Billion_USD,year,periode,Significant_Event,Conflict_Severity_Index,Brent_Oil_Price_USD_per_barrel,Unemployment_total_pct,Inflation_Rate_Percent
Iran,3.79,295896620753.44885,422258,1.92,1968,Conflit modéré,None,1,151.33638307964975,10.250229019185099,12.93
Iran,4.92,295896620753.44885,437127,2.03,1969,Conflit modéré,None,2,155.2748456343743,10.232680439920841,11.33
Iran,1.34,295896620753.44885,404771,1.85,1970,Conflit modéré,None,2,159.3158049382564,10.215161904145134,11.85
Iran,4.15,295896620753.44885,397057,2.13,1971,Conflit modéré,None,1,163.46192842394157,10.197673360422414,6.25
Iran,1.02,295896620753.44885,373236,1.98,1972,Conflit modéré,None,1,167.71595294283088,10.180214757404428,7.55
Iran,0.94,295896620753.44885,466243,2.04,1973,Conflit modéré,None,1,172.08068657167223,10.162786043834785,15.26
Iran,2.79,295896620753.44885,488155,2.15,1974,Conflit modéré,None,1,176.55901046617964,10.145387168541674,10.77
Iran,0.83,295896620753.44885,440093,2.01,1975,Conflit modéré,None,1,181.153880762864,10.128018080438778,9.64
Iran,5.24,295896620753.44885,352573,2.18,1976,Paix,None,0,185.86833053038663,10.110678728534367,13.17
Iran,1.5,295896620753.44885,405029,2.37,1977,Conflit modéré,None,1,188.30850287121507,10.093369061915837,15.56
Iran,5.4,295896620753.44885,476678,2.58,1978,Paix,None,0,188.30850287121507,10.076089029762443,11.62
Iran,-3.7375,295896620753.44885,381653,2.66,1979,Conflit intense,Islamic Revolution,5,188.30850287121507,10.058838581339842,7.96
Iran,-2,295896620753.44885,1500000,5.25,1980,Conflit intense,Iran-Iraq War,5,188.30850287121507,10.041617666000093,20.497500000000002
Iran,-2,295896620753.44885,1500000,5.22,1981,Conflit intense,Iran-Iraq War,5,188.30850287121507,10.024426233182567,20.497500000000002
Iran,-2,295896620753.44885,1500000,5.34,1982,Conflit intense,Iran-Iraq War,5,188.30850287121507,10.007264232410307,20.497500000000002
Iran,-2,295896620753.44885,1500000,6.13,1983,Conflit intense,Iran-Iraq War,5,188.30850287121507,9.990131613297308,20.497500000000002
Iran,-2,295896620753.44885,1500000,5.25,1984,Conflit intense,Iran-Iraq War,5,188.30850287121507,9.973028325542145,20.497500000000002
Iran,-2,295896620753.44885,1500000,6.51,1985,Conflit intense,Iran-Iraq War,5,188.30850287121507,9.95595431892707,20.497500000000002
Iran,-2,295896620753.44885,1500000,5.96,1986,Conflit intense,Iran-Iraq War,5,188.30850287121507,9.938909543324371,20.497500000000002
Iran,-2,295896620753.44885,1500000,6.28,1987,Conflit intense,Iran-Iraq War,5,188.30850287121507,9.921893948686375,20.497500000000002
Iran,-2,295896620753.44885,1500000,6.23,1988,Conflit intense,Iran-Iraq War,5,188.30850287121507,9.904907485059084,20.497500000000002
Iran,2.88,295896620753.44885,438929,3.64,1989,Conflit modéré,None,2,188.30850287121507,9.887950102567629,8.02
Iran,0.86,140667787706.83844,386408,3.78,1990,Conflit modéré,None,1,23,9.871021751422631,9.32
Iran,5.13,140667787706.83844,481410,3.72,1991,Conflit modéré,None,2,20,11.1,11.86
Iran,2.59,140667787706.83844,455423,3.78,1992,Paix,None,0,19.01489827727096,10.653,11.9
Iran,4.36,140667787706.83844,440600,3.82,1993,Conflit modéré,None,2,19.01489827727096,10.573,10.62
Iran,1.34,140667787706.83844,369541,3.83,1994,Conflit modéré,None,1,25,10.458,13.16
Iran,6.21,140667787706.83844,487809,3.64,1995,Conflit modéré,None,2,20,9.904,1.86
Iran,5.3,140667787706.83844,424910,3.78,1996,Paix,None,0,19.01489827727096,9.1,3.96
Iran,-0.66,140667787706.83844,484055,4.1,1997,Conflit modéré,None,2,25,9.68,6.15
Iran,7.58,140667787706.83844,356640,4.49,1998,Paix,None,0,27,10.358,11.46
Iran,3.06,140667787706.83844,429273,4.85,1999,Conflit modéré,None,2,30,11.176,12.99
Iran,4.78,140667787706.83844,475341,5.11,2000,Conflit modéré,None,2,35,11.698,9.48
Iran,3.45,140667787706.83844,366371,4.69,2001,Conflit modéré,None,2,50,12.362,8.33
Iran,0.14,140667787706.83844,455373,5.16,2002,Paix,None,0,55,12.8,4.72
Iran,-0.22,151911222119.488,352050,4.88,2003,Conflit modéré,None,1,60,11.529,9.1
Iran,0.32,187754571247.666,462573,5.75,2004,Paix,None,0,65,10.3,11.91
Iran,6.6,224970371324.67,485566,5.88,2005,Conflit modéré,None,2,70,11.813,7
Iran,4.63,265602187403.643,474988,5.97,2006,Conflit modéré,None,2,75,11.519,5.4
Iran,5.16,349736591832.418,478301,5.34,2007,Conflit modéré,None,1,80,10.772,10.62
Iran,3.2,389033920581.4151,430435,6.07,2008,Paix,None,0,85,10.63,8.02
Iran,3.24,389033920581.4151,391844,5.69,2009,Paix,None,0,90,12.113,8.5
Iran,2.51,389033920581.4151,495271,5.9,2010,Conflit modéré,None,2,95,13.679,9.5
Iran,2.75,389033920581.4151,396600,6.43,2011,Conflit modéré,None,1,100,12.491,6.48
Iran,-3.7375,389033920581.4151,462855,3.76,2012,Paix,None,0,105,12.275,20.497500000000002
Iran,-3.7375,389033920581.4151,410504,4.06,2013,Conflit modéré,None,1,80,10.595,20.497500000000002
Iran,-3.7375,389033920581.4151,393642,4.42,2014,Paix,None,0,75,10.68,20.497500000000002
Iran,-3.7375,389033920581.4151,431121,4.54,2015,Conflit modéré,None,2,70,11.166,20.497500000000002
Iran,4.6,389033920581.4151,462217,8.05,2016,Paix,None,0,65,12.618,10.12
Iran,3.47,389033920581.4151,436988,7.83,2017,Conflit modéré,None,1,60,12.232,13.57
Iran,-3,389033920581.4151,478322,5.95,2018,Conflit modéré,None,2,55,12.195,20.497500000000002
Iran,-3,347988400957.999,449616,5.32,2019,Paix,None,0,50,10.74,20.497500000000002
Iran,-3,280934329279.723,455228,5.42,2020,Conflit modéré,None,1,45,9.687,20.497500000000002
Iran,-3,389033920581.4151,419274,6.62,2021,Conflit modéré,None,2,70,9.282,20.497500000000002
Iran,-3,389033920581.4151,418344,6.75,2022,Conflit modéré,None,1,75,9.085,20.497500000000002
Iran,-3,389033920581.4151,442241,6.12,2023,Paix,None,0,80,8.129,20.497500000000002
Iran,-3,389033920581.4151,425713,6.7,2024,Conflit intense,Israel-Iran Direct Strikes / Proxy War,5,85,8.146,20.497500000000002
Israel,0.42,233805087534.8047,375735,0.51,1948,Conflit intense,Arab-Israeli War,5,90.52910572561586,4.485462238354671,1.34
Israel,7.11,233805087534.8047,163190,0.5,1949,Paix,None,0,92.88508573357876,4.4027224655149055,3.68
Israel,4.02,233805087534.8047,195069,0.53,1950,Paix,None,0,95.30237908108393,4.4027224655149055,7.79
Israel,4.78,233805087534.8047,140698,0.63,1951,Conflit modéré,None,2,97.78258142072536,4.4027224655149055,4.63
Israel,2.29,233805087534.8047,194098,0.58,1952,Paix,None,0,100.3273299312491,4.4027224655149055,4.96
Israel,1.12,233805087534.8047,163576,0.68,1953,Paix,None,0,102.93830439825206,4.4027224655149055,5.81
Israel,7.63,233805087534.8047,167192,0.62,1954,Conflit modéré,None,2,105.6172283230162,4.4027224655149055,6.21
Israel,4.18,233805087534.8047,163625,0.65,1955,Conflit modéré,None,1,108.36587006017908,4.4027224655149055,5.25
Israel,2.99,233805087534.8047,186732,0.77,1956,Conflit intense,Suez Crisis,5,111.18604398502885,4.4027224655149055,0.93
Israel,0.84,233805087534.8047,157924,0.76,1957,Paix,None,0,114.07961169116606,4.4027224655149055,5.24
Israel,4.58,233805087534.8047,181459,0.86,1958,Paix,None,0,117.04848321934696,4.4027224655149055,4.44
Israel,3.67,233805087534.8047,175909,0.89,1959,Conflit modéré,None,1,120.09461831829594,4.4027224655149055,10.58
Israel,3.4,233805087534.8047,165289,0.82,1960,Conflit modéré,None,1,123.22002773832537,4.4027224655149055,4.99
Israel,5.3,233805087534.8047,195771,0.99,1961,Conflit modéré,None,2,126.42677455864668,4.4027224655149055,6.61
Israel,2.92,233805087534.8047,182956,0.91,1962,Paix,None,0,129.71697554918956,4.4027224655149055,0.74
Israel,4.45,233805087534.8047,157312,0.99,1963,Paix,None,0,133.0928025678886,4.4027224655149055,5.04
Israel,4.05,233805087534.8047,170354,1.03,1964,Paix,None,0,136.5564839943263,4.4027224655149055,6.49
Israel,6.87,233805087534.8047,192638,1.1,1965,Conflit modéré,None,2,140.1103062006705,4.4027224655149055,2.89
Israel,3.71,233805087534.8047,150975,1.15,1966,Paix,None,0,143.75661506092547,4.4027224655149055,3.2
Israel,1.58,233805087534.8047,386427,3.01,1967,Conflit intense,Six-Day War,5,147.49781749942667,4.4027224655149055,9.77
Israel,4.68,233805087534.8047,177732,1.3,1968,Paix,None,0,151.33638307964975,4.4027224655149055,10.63
Israel,2.2,233805087534.8047,199852,1.27,1969,Conflit modéré,None,1,155.2748456343743,4.4027224655149055,6.48
Israel,1.36,233805087534.8047,185445,1.57,1970,Conflit modéré,None,1,159.3158049382564,4.4027224655149055,10.49
Israel,3.38,233805087534.8047,169548,1.63,1971,Conflit modéré,None,1,163.46192842394157,4.4027224655149055,1.49
Israel,2.77,233805087534.8047,148415,1.72,1972,Conflit modéré,None,2,167.71595294283088,4.4027224655149055,9.31
Israel,4.44,233805087534.8047,386540,5.59,1973,Conflit intense,Yom Kippur War,5,172.08068657167223,4.4027224655149055,3.55
Israel,4.33,233805087534.8047,178757,1.94,1974,Paix,None,0,176.55901046617964,4.4027224655149055,7.42
Israel,1.3,233805087534.8047,172201,1.73,1975,Paix,None,0,181.153880762864,4.4027224655149055,3.09
Israel,2.26,233805087534.8047,185106,2.03,1976,Paix,None,0,185.86833053038663,4.4027224655149055,2.99
Israel,4,233805087534.8047,182783,2.17,1977,Conflit modéré,None,1,188.30850287121507,4.4027224655149055,3.72
Israel,5.87,233805087534.8047,168538,1.98,1978,Paix,None,0,188.30850287121507,4.4027224655149055,3.29
Israel,1.96,233805087534.8047,177626,2.23,1979,Conflit modéré,None,2,188.30850287121507,4.4027224655149055,4.19
Israel,6.98,233805087534.8047,141252,2.31,1980,Conflit modéré,None,1,188.30850287121507,4.4027224655149055,20.497500000000002
Israel,3.32,233805087534.8047,195393,2.7,1981,Conflit modéré,None,2,188.30850287121507,4.4027224655149055,20.497500000000002
Israel,-0.06,233805087534.8047,357715,4.23,1982,Conflit intense,Lebanon War,5,188.30850287121507,4.4027224655149055,20.497500000000002
Israel,5.07,233805087534.8047,191332,2.75,1983,Paix,None,0,188.30850287121507,4.4027224655149055,20.497500000000002
Israel,0.95,233805087534.8047,159963,2.65,1984,Conflit modéré,None,2,188.30850287121507,4.4027224655149055,20.497500000000002
Israel,1.26,233805087534.8047,157144,2.82,1985,Conflit modéré,None,2,188.30850287121507,4.4027224655149055,20.497500000000002
Israel,5.12,233805087534.8047,164071,3.45,1986,Paix,None,0,188.30850287121507,4.4027224655149055,2.26
Israel,4.94,233805087534.8047,176034,3.15,1987,Paix,None,0,188.30850287121507,4.4027224655149055,5.05
Israel,2.99,233805087534.8047,163954,3.29,1988,Conflit modéré,None,1,188.30850287121507,4.4027224655149055,8.14
Israel,7.37,233805087534.8047,153716,3.99,1989,Conflit modéré,None,1,188.30850287121507,4.4027224655149055,12.14
Israel,7.93,140667787706.83844,182928,3.56,1990,Paix,None,0,23,4.4027224655149055,5.11
Israel,2.6,140667787706.83844,162574,3.8,1991,Conflit modéré,None,1,20,13.387,5.64
Israel,3.78,140667787706.83844,193295,3.92,1992,Paix,None,0,19.01489827727096,13.772795890808489,4.34
Israel,2.94,140667787706.83844,154178,4.87,1993,Conflit modéré,None,2,19.01489827727096,12.741,3.27
Israel,0.97,140667787706.83844,148717,4.95,1994,Conflit modéré,None,1,25,9.934,9.1
Israel,5.73,140667787706.83844,144621,4.98,1995,Conflit modéré,None,2,20,8.782,6.41
Israel,3.28,140667787706.83844,180940,4.93,1996,Conflit modéré,None,2,19.01489827727096,8.455,7.71
Israel,2.46,140667787706.83844,148152,5.27,1997,Conflit modéré,None,2,25,9.751,6.73
Israel,4.15,140667787706.83844,169926,6.18,1998,Paix,None,0,27,10.749,2.37
Israel,-0.35,140667787706.83844,184243,6.02,1999,Paix,None,0,30,11.183,3.83
Israel,7.13,140667787706.83844,166734,6.63,2000,Conflit modéré,None,2,35,11.102,6.67
Israel,-0.02,140667787706.83844,155728,6.46,2001,Paix,None,0,50,11.812,8.2
Israel,1.17,140667787706.83844,194553,7.65,2002,Conflit modéré,None,2,55,12.888,6.79
Israel,2.77,140667787706.83844,143812,6.86,2003,Conflit modéré,None,1,60,13.505,1.22
Israel,4.1,140667787706.83844,150589,8.42,2004,Paix,None,0,65,13.029,2.51
Israel,4.35,147519922009.047,178110,8.66,2005,Conflit modéré,None,2,70,11.342,7.72
Israel,3.98,158900547825.306,181605,8.76,2006,Conflit intense,Second Lebanon War,5,75,10.707,6.35
Israel,4.57,184681214673.45,178328,8.5,2007,Conflit modéré,None,1,80,9.379,10.35
Israel,2.18,221231658862.876,172043,9.4,2008,Paix,None,0,85,7.704,6.92
Israel,0.95,213403181852.86,142048,9.82,2009,Paix,None,0,90,9.534,7.39
Israel,8.8825,239679036634.372,172254,10.03,2010,Paix,None,0,95,8.48,0.17
Israel,2.8,268094998225.028,199383,9.74,2011,Paix,None,0,100,7.139,7.28
Israel,2.55,263589172712.391,191976,12.02,2012,Conflit modéré,None,2,105,6.762,12.3
Israel,4.34,298478070673.058,182078,10.89,2013,Conflit modéré,None,2,80,6.137,5.27
Israel,5.16,315017088116.716,145415,11.77,2014,Paix,None,0,75,5.789,6.49
Israel,3.12,303469434072.296,163325,13.58,2015,Conflit modéré,None,2,70,5.176,6.38
Israel,3.45,321940971558.016,180345,13.5,2016,Conflit modéré,None,1,65,4.723,6.82
Israel,7.54,358451839052.991,183303,14.85,2017,Conflit modéré,None,2,60,4.4027224655149055,3.8
Israel,4.04,376299083108.497,145984,14.77,2018,Paix,None,0,55,4.4027224655149055,10.03
Israel,5.66,389033920581.4151,151246,16.11,2019,Conflit modéré,None,2,50,4.4027224655149055,1.63
Israel,-2.2,389033920581.4151,181157,15.56,2020,Conflit modéré,None,1,45,4.4027224655149055,6.71
Israel,3.97,389033920581.4151,155374,19,2021,Conflit modéré,None,1,70,4.812,8.16
Israel,5.94,389033920581.4151,173187,16.77,2022,Paix,None,0,75,4.4027224655149055,7.16
Israel,3.9,389033920581.4151,459029,47.01,2023,Conflit intense,Gaza/Regional War,5,80,4.4027224655149055,10.52
Israel,0.46,389033920581.4151,495180,51.37,2024,Conflit intense,Gaza/Regional War,5,85,4.4027224655149055,2.06
USA,1.4,233805087534.8047,1421958,50.97,1948,Paix,None,0,100.3273299312491,9.936454771662184,4.55
USA,3.06,233805087534.8047,1437337,47.01,1949,Conflit modéré,None,2,100.3273299312491,9.936454771662184,6.03
USA,2.97,233805087534.8047,2800000,75.96,1950,Conflit intense,Korean War,5,100.3273299312491,9.936454771662184,3.35
USA,2.54,233805087534.8047,2800000,78.28,1951,Conflit intense,Korean War,5,100.3273299312491,9.936454771662184,1.72
USA,2.94,233805087534.8047,2800000,96.22,1952,Conflit intense,Korean War,5,100.3273299312491,9.936454771662184,0.7
USA,2.74,233805087534.8047,2800000,90.35,1953,Conflit intense,Korean War,5,100.3273299312491,9.936454771662184,1.45
USA,1.3,233805087534.8047,1387313,59.86,1954,Paix,None,0,100.3273299312491,9.936454771662184,5.84
USA,4.4,233805087534.8047,1420174,61.5,1955,Conflit modéré,None,2,100.3273299312491,9.936454771662184,7.74
USA,4.15,233805087534.8047,1335920,67.4,1956,Conflit modéré,None,1,100.3273299312491,9.936454771662184,0.66
USA,1.58,233805087534.8047,1378953,75.08,1957,Conflit modéré,None,1,100.3273299312491,9.936454771662184,3.2
USA,3.9,233805087534.8047,1496769,80.26,1958,Conflit modéré,None,2,100.3273299312491,9.936454771662184,2.49
USA,0.48,233805087534.8047,1340397,77.58,1959,Conflit modéré,None,1,100.3273299312491,9.936454771662184,1.75
USA,-0.19,233805087534.8047,1386807,74.3,1960,Paix,None,0,100.3273299312491,9.936454771662184,0.36
USA,-1.25,233805087534.8047,1351214,88.51,1961,Conflit modéré,None,2,100.3273299312491,9.936454771662184,1.1
USA,4.36,233805087534.8047,1339504,79.21,1962,Conflit modéré,None,2,100.3273299312491,9.936454771662184,5.03
USA,3.82,233805087534.8047,1326854,92.27,1963,Paix,None,0,100.3273299312491,9.936454771662184,3.72
USA,2.01,233805087534.8047,1413569,90.37,1964,Conflit modéré,None,1,100.3273299312491,9.936454771662184,0.69
USA,3.42,233805087534.8047,1494407,116.98,1965,Conflit intense,Vietnam War,5,100.3273299312491,9.936454771662184,2.05
USA,3.22,233805087534.8047,1458338,125.25,1966,Conflit intense,Vietnam War,5,100.3273299312491,9.936454771662184,7.61
USA,-2.74,233805087534.8047,1421626,135.28,1967,Conflit intense,Vietnam War,5,100.3273299312491,9.936454771662184,5.47
USA,-0.34,233805087534.8047,3000000,132.15,1968,Conflit intense,Vietnam War,5,100.3273299312491,9.936454771662184,6.13
USA,-0.34,233805087534.8047,3000000,135.59,1969,Conflit intense,Vietnam War,5,100.3273299312491,9.936454771662184,3.57
USA,3.91,233805087534.8047,3000000,163.54,1970,Conflit intense,Vietnam War,5,100.3273299312491,9.936454771662184,4.08
USA,2.29,233805087534.8047,3000000,172.49,1971,Conflit intense,Vietnam War,5,100.3273299312491,9.936454771662184,0.13
USA,1.1,233805087534.8047,3000000,171.54,1972,Conflit intense,Vietnam War,5,100.3273299312491,9.936454771662184,2.02
USA,3.09,233805087534.8047,3000000,161.66,1973,Conflit intense,Vietnam War,5,100.3273299312491,9.936454771662184,3.78
USA,-0.33,233805087534.8047,1436602,171.9,1974,Conflit modéré,None,2,100.3273299312491,9.936454771662184,9.74
USA,2.18,233805087534.8047,1497271,183.81,1975,Paix,None,0,100.3273299312491,9.936454771662184,4.21
USA,2.46,233805087534.8047,1351005,139.38,1976,Paix,None,0,100.3273299312491,9.936454771662184,2.02
USA,1.62,233805087534.8047,1393264,160.12,1977,Paix,None,0,100.3273299312491,9.936454771662184,2.75
USA,2.43,233805087534.8047,1477789,153.8,1978,Conflit modéré,None,1,100.3273299312491,9.936454771662184,0.51
USA,2.07,233805087534.8047,1370467,176.35,1979,Paix,None,0,100.3273299312491,9.936454771662184,8.93
USA,3.21,233805087534.8047,1498935,176.66,1980,Conflit modéré,None,1,100.3273299312491,9.936454771662184,10.93
USA,1.61,233805087534.8047,1380623,170.98,1981,Conflit modéré,None,2,100.3273299312491,9.936454771662184,4.13
USA,1.67,233805087534.8047,1315708,197.73,1982,Conflit modéré,None,2,100.3273299312491,9.936454771662184,5.57
USA,0.38,233805087534.8047,1442483,193.26,1983,Paix,None,0,100.3273299312491,9.936454771662184,4.42
USA,3.46,233805087534.8047,1400689,189.33,1984,Paix,None,0,100.3273299312491,9.936454771662184,5.78
USA,6.24,233805087534.8047,1347254,220.23,1985,Conflit modéré,None,2,100.3273299312491,9.936454771662184,4.19
USA,2.53,233805087534.8047,1396601,210.48,1986,Paix,None,0,100.3273299312491,9.936454771662184,4.13
USA,2.63,233805087534.8047,1403727,216.45,1987,Conflit modéré,None,2,100.3273299312491,9.936454771662184,4.5
USA,5.1,233805087534.8047,1307400,257.16,1988,Conflit modéré,None,2,100.3273299312491,9.936454771662184,0.4
USA,3.74,233805087534.8047,1420885,271.4,1989,Conflit modéré,None,2,100.3273299312491,9.936454771662184,6.65
USA,2.95,233805087534.8047,1305539,253.01,1990,Conflit modéré,None,2,100.3273299312491,9.936454771662184,5.54
USA,2.85,233805087534.8047,1338360,267.24,1991,Conflit intense,Gulf War,5,100.3273299312491,9.936454771662184,0.65
USA,3.97,233805087534.8047,1350108,280.48,1992,Paix,None,0,100.3273299312491,9.936454771662184,0.14
USA,5.19,233805087534.8047,1435059,301.27,1993,Conflit modéré,None,2,100.3273299312491,9.936454771662184,0.8
USA,3.77,233805087534.8047,1344064,289.48,1994,Conflit modéré,None,1,100.3273299312491,9.936454771662184,12.18
USA,3.13,233805087534.8047,1437965,318.4425,1995,Conflit modéré,None,2,100.3273299312491,9.936454771662184,3.18
USA,-1.37,233805087534.8047,1450810,318.4425,1996,Paix,None,0,100.3273299312491,9.936454771662184,0.46
USA,1.75,233805087534.8047,1407455,318.4425,1997,Conflit modéré,None,2,100.3273299312491,9.936454771662184,4.51
USA,-1.07,233805087534.8047,1409616,318.4425,1998,Conflit modéré,None,1,100.3273299312491,9.936454771662184,2.27
USA,2.24,233805087534.8047,1363208,318.4425,1999,Conflit modéré,None,1,100.3273299312491,9.936454771662184,4.02
USA,1.6,233805087534.8047,1497307,318.4425,2000,Paix,None,0,100.3273299312491,9.936454771662184,5.33
USA,0.65,233805087534.8047,1481408,318.4425,2001,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,1.46
USA,3.76,233805087534.8047,1454165,318.4425,2002,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,8.29
USA,-0.11,233805087534.8047,1311093,318.4425,2003,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,0.75
USA,3.4,233805087534.8047,1497392,318.4425,2004,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,8.34
USA,3.53,233805087534.8047,1482065,318.4425,2005,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,14.56
USA,4.41,233805087534.8047,1377575,318.4425,2006,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,4.95
USA,-0.62,233805087534.8047,1444475,318.4425,2007,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,9
USA,-2.5,233805087534.8047,1393848,318.4425,2008,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,3.42
USA,-2.5,233805087534.8047,1427813,318.4425,2009,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,2.64
USA,4.92,233805087534.8047,1450580,318.4425,2010,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,2.55
USA,2.29,233805087534.8047,1470806,318.4425,2011,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,1.54
USA,1.03,233805087534.8047,1412566,318.4425,2012,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,1.27
USA,0.1,233805087534.8047,1400235,318.4425,2013,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,2
USA,6.03,233805087534.8047,1477247,318.4425,2014,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,4.21
USA,6.77,233805087534.8047,1434415,318.4425,2015,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,3.68
USA,2.67,233805087534.8047,1490710,318.4425,2016,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,1.22
USA,2.03,233805087534.8047,1393468,318.4425,2017,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,8.62
USA,-0.09,233805087534.8047,1421172,318.4425,2018,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,2.68
USA,5.59,233805087534.8047,1404185,318.4425,2019,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,6.97
USA,-3.4,233805087534.8047,1496489,318.4425,2020,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,10.04
USA,2.1,233805087534.8047,1316364,318.4425,2021,Conflit intense,War on Terror (Afghanistan/Iraq),5,100.3273299312491,9.936454771662184,3.18
USA,5.67,233805087534.8047,1490347,318.4425,2022,Paix,None,0,100.3273299312491,9.936454771662184,0.71
USA,2.2,233805087534.8047,1393610,318.4425,2023,Paix,None,0,100.3273299312491,9.936454771662184,4.76
USA,3.06,233805087534.8047,1382986,318.4425,2024,Conflit modéré,Middle East Deployments,4,100.3273299312491,9.936454771662184,1.13
